n_chapter,chapter,n_section,section,n_subsection,subsection,text
2,Regular Expressions,2.3,Corpora,,,"Was the data collected with consent? How was the data pre-processed, and what metadata is available? Annotation process: What are the annotations, what are the demographics of the annotators, how were they trained, how was the data annotated? Distribution: Are there copyright or other intellectual property restrictions?"
2,Regular Expressions,2.4,Text Normalization,,,"Before almost any natural language processing of a text, the text has to be normalized. At least three tasks are commonly applied as part of any normalization process: 1. Tokenizing (segmenting) words 2. Normalizing word formats 3. Segmenting sentences In the next sections we walk through each of these tasks."
2,Regular Expressions,2.4,Text Normalization,2.4.1,Unix Tools for Crude Tokenization and Normalization,"Let's begin with an easy, if somewhat naive version of word tokenization and normalization (and frequency computation) that can be accomplished for English solely in a single UNIX command-line, inspired by Church (1994) . We'll make use of some Unix commands: tr, used to systematically change particular characters in the input; sort, which sorts input lines in alphabetical order; and uniq, which collapses and counts adjacent identical lines."
2,Regular Expressions,2.4,Text Normalization,2.4.1,Unix Tools for Crude Tokenization and Normalization,"For example let's begin with the 'complete words' of Shakespeare in one file, sh.txt. We can use tr to tokenize the words by changing every sequence of nonalphabetic characters to a newline ('A-Za-z' means alphabetic, the -c option complements to non-alphabet, and the -s option squeezes all sequences into a single character): tr -sc 'A-Za-z' '\n' < sh.txt"
2,Regular Expressions,2.4,Text Normalization,2.4.1,Unix Tools for Crude Tokenization and Normalization,The output of this command will be: THE SONNETS by William Shakespeare From fairest creatures We ...
2,Regular Expressions,2.4,Text Normalization,2.4.1,Unix Tools for Crude Tokenization and Normalization,"Now that there is one word per line, we can sort the lines, and pass them to uniq -c which will collapse and count them: tr -sc 'A-Za-z' '\n' < sh.txt | sort | uniq -c with the following output:"
2,Regular Expressions,2.4,Text Normalization,2.4.1,Unix Tools for Crude Tokenization and Normalization,1945 A 72 AARON 19 ABBESS 25 Aaron 6 Abate 1 Abates 5 Abbess 6 Abbey 3 Abbot ...
2,Regular Expressions,2.4,Text Normalization,2.4.1,Unix Tools for Crude Tokenization and Normalization,"Alternatively, we can collapse all the upper case to lower case:"
2,Regular Expressions,2.4,Text Normalization,2.4.1,Unix Tools for Crude Tokenization and Normalization,"tr -sc 'A-Za-z' '\n' < sh.txt | tr A-Z a-z | sort | uniq -c whose output is 14725 a 97 aaron 1 abaissiez 10 abandon 2 abandoned 2 abase 1 abash 14 abate 3 abated 3 abatement ... Now we can sort again to find the frequent words. The -n option to sort means to sort numerically rather than alphabetically, and the -r option means to sort in reverse order (highest-to-lowest):"
2,Regular Expressions,2.4,Text Normalization,2.4.1,Unix Tools for Crude Tokenization and Normalization,tr -sc 'A-Za-z' '\n' < sh.txt | tr A-Z a-z | sort | uniq -c | sort -n -r
2,Regular Expressions,2.4,Text Normalization,2.4.1,Unix Tools for Crude Tokenization and Normalization,"The results show that the most frequent words in Shakespeare, as in any other corpus, are the short function words like articles, pronouns, prepositions:"
2,Regular Expressions,2.4,Text Normalization,2.4.1,Unix Tools for Crude Tokenization and Normalization,Unix tools of this sort can be very handy in building quick word count statistics for any corpus.
2,Regular Expressions,2.4,Text Normalization,2.4.2,Word Tokenization,"The simple UNIX tools above were fine for getting rough word statistics but more sophisticated algorithms are generally necessary for tokenization, the task of segmenting running text into words."
2,Regular Expressions,2.4,Text Normalization,2.4.2,Word Tokenization,"While the Unix command sequence just removed all the numbers and punctuation, for most NLP applications we’ll need to keep these in our tokenization. We often want to break off punctuation as a separate token; commas are a useful piece of information for parsers, periods help indicate sentence boundaries. But we’ll often want to keep the punctuation that occurs word internally, in examples like m.p.h., Ph.D., AT&T, and cap’n. Special characters and numbers will need to be kept in prices ($45.55) and dates (01/02/06); we don’t want to segment that price into separate tokens of “45” and “55”. And there are URLs (http://www.stanford.edu), Twitter hashtags (#nlproc), or email addresses (someone@cs.colorado.edu)."
2,Regular Expressions,2.4,Text Normalization,2.4.2,Word Tokenization,"Number expressions introduce other complications as well; while commas normally appear at word boundaries, commas are used inside numbers in English, every three digits: 555,500.50. Languages, and hence tokenization requirements, differ on this; many continental European languages like Spanish, French, and German, by contrast, use a comma to mark the decimal point, and spaces (or sometimes periods) where English puts commas, for example, 555 500,50."
2,Regular Expressions,2.4,Text Normalization,2.4.2,Word Tokenization,"A tokenizer can also be used to expand clitic contractions that are marked by apostrophes, for example, converting what’re to the two tokens what are, and we’re to we are. A clitic is a part of a word that can’t stand on its own, and can only occur when it is attached to another word. Some such contractions occur in other alphabetic languages, including articles and pronouns in French (j’ai, l’homme)."
